0,freq,unique,score
cares,2.758788095306896,0.7055136507681353,18.056693533661853
bares,2.7517743251834856,0.7055136507681353,18.03565222329162
pares,2.724798286247291,0.7055136507681353,17.954724106483038
tares,2.70105937198344,0.7055136507681353,17.883507363691486
cores,2.6686881252600068,0.7055136507681353,17.786393623521185
bores,2.6616743551365962,0.7055136507681353,17.765352313150952
mares,2.6352378369791256,0.7055136507681353,17.68604275867854
pores,2.6346983162004016,0.7055136507681353,17.68442419634237
canes,2.632540233085506,0.7055136507681353,17.677949946997682
dares,2.6309216707493346,0.7055136507681353,17.67309425998917
banes,2.6255264629620956,0.7055136507681353,17.65690863662745
tores,2.6109594019365505,0.7055136507681353,17.613207453550814
gares,2.6055641941493115,0.7055136507681353,17.5970218301891
panes,2.5985504240259014,0.7055136507681353,17.57598051981887
fares,2.583983363000356,0.7055136507681353,17.53227933674223
lares,2.572653426647154,0.7055136507681353,17.498289527682626
bales,2.5629420526301248,0.7055136507681353,17.46915540563154
mores,2.545137866932236,0.7055136507681353,17.415742848537874
cones,2.5424402630386167,0.7055136507681353,17.407650036857014
dores,2.540821700702445,0.7055136507681353,17.4027943498485
pales,2.5359660136939306,0.7055136507681353,17.388227288822954
bones,2.535426492915206,0.7055136507681353,17.386608726486784
hares,2.525175598119452,0.7055136507681353,17.35585604209952
gores,2.515464224102422,0.7055136507681353,17.32672192004843
tales,2.512227099430079,0.7055136507681353,17.3170105460314
manes,2.5089899747577356,0.7055136507681353,17.30729917201437
pones,2.508450453979012,0.7055136507681353,17.3056806096782
fores,2.493883392953467,0.7055136507681353,17.261979426601563
tones,2.4847115397151605,0.7055136507681353,17.234463866886646
wares,2.484172018936436,0.7055136507681353,17.232845304550473
lores,2.4825534566002645,0.7055136507681353,17.227989617541958
coles,2.479855852706646,0.7055136507681353,17.219896805861104
boles,2.472842082583236,0.7055136507681353,17.19885549549087
fanes,2.4577355007789663,0.7055136507681353,17.153535750078063
lanes,2.446405564425764,0.7055136507681353,17.11954594101846
males,2.446405564425764,0.7055136507681353,17.11954594101846
poles,2.445866043647041,0.7055136507681353,17.11792737868229
cates,2.4447870020895923,0.7055136507681353,17.114690254009943
dales,2.4420893981959737,0.7055136507681353,17.106597442329086
bates,2.4377732319661822,0.7055136507681353,17.09364894363971
nares,2.4366941904087343,0.7055136507681353,17.090411818967368
toles,2.4221271293831896,0.7055136507681353,17.046710635890733
sores,3.015599985979466,-1.0805759428626727,17.041039612048753
gales,2.416731921595951,0.7055136507681353,17.03052501252902
rales,2.411336713808712,0.7055136507681353,17.0143393891673
pates,2.4107971930299876,0.7055136507681353,17.012720826831128
vares,2.3919139657746515,0.7055136507681353,16.956071145065117
cames,2.3881373203235845,0.7055136507681353,16.944741208711918
kaies,2.3849001956512406,0.7055136507681353,16.935029834694884
sanes,2.9794520938049653,-1.0805759428626727,16.93259593552525
rones,2.3838211540937935,0.7055136507681353,16.931792710022545
kores,2.374109780076763,0.7055136507681353,16.90265858797145
fones,2.367635530732077,0.7055136507681353,16.883235839937395
wanes,2.357924156715046,0.7055136507681353,16.8541017178863
moles,2.3563055943788744,0.7055136507681353,16.849246030877786
cotes,2.3546870320427034,0.7055136507681353,16.844390343869275
doles,2.3519894281490843,0.7055136507681353,16.836297532188418
botes,2.347673261919293,0.7055136507681353,16.823349033499042
kanes,2.3379618879022623,0.7055136507681353,16.794214911447952
hales,2.336343325566091,0.7055136507681353,16.789359224439437
tames,2.330408597000129,0.7055136507681353,16.77155503874155
goles,2.3266319515490617,0.7055136507681353,16.760225102388347
cades,2.322855306097994,0.7055136507681353,16.748895166035147
sales,2.916867683472995,-1.0805759428626727,16.74484270452934
roles,2.3212367437618227,0.7055136507681353,16.744039479026632
mates,2.3212367437618227,0.7055136507681353,16.744039479026632
potes,2.320697222983098,0.7055136507681353,16.74242091669046
dates,2.316920577532031,0.7055136507681353,16.731090980337257
hones,2.3088277658511736,0.7055136507681353,16.706812545294685
cages,2.3088277658511727,0.7055136507681353,16.70681254529468
capes,2.3088277658511727,0.7055136507681353,16.70681254529468
comes,2.298037350276695,0.7055136507681353,16.67444129857125
wales,2.2953397463830756,0.7055136507681353,16.666348486890392
sones,2.889352123758076,-1.0805759428626727,16.662296025384585
gates,2.291563100932008,0.7055136507681353,16.65501855053719
paces,2.2899445385958366,0.7055136507681353,16.650162863528674
rates,2.286167893144769,0.7055136507681353,16.63883292717547
cires,2.284009810029874,0.7055136507681353,16.632358677830787
kales,2.2753774775702915,0.7055136507681353,16.60646168045204
pages,2.274837956791568,0.7055136507681353,16.604843118115866
fates,2.2699822697830525,0.7055136507681353,16.59027605709032
yores,2.2689032282256054,0.7055136507681353,16.58703893241798
taces,2.2662056243319855,0.7055136507681353,16.578946120737122
vanes,2.2656661035532615,0.7055136507681353,16.57732755840095
pomes,2.2640475412170904,0.7055136507681353,16.572471871392434
dames,2.260270895766023,0.7055136507681353,16.56114193503923
cakes,2.259191854208575,0.7055136507681353,16.55790481036689
moues,2.2586523334298514,0.7055136507681353,16.556286248030716
bakes,2.2521780840851644,0.7055136507681353,16.536863499996656
tapes,2.2510990425277173,0.7055136507681353,16.533626375324317
holes,2.2462433555192014,0.7055136507681353,16.51905931429877
janes,2.2440852724043063,0.7055136507681353,16.51258506495408
caves,2.2419271892894113,0.7055136507681353,16.506110815609397
tomes,2.2403086269532397,0.7055136507681353,16.50125512860088
tabes,2.2354529399447234,0.7055136507681353,16.486688067575333
games,2.2349134191660007,0.7055136507681353,16.485069505239167
codes,2.2327553360511048,0.7055136507681353,16.47859525589448
soles,2.8267677134261056,-1.0805759428626727,16.47454279438867
motes,2.2311367737149332,0.7055136507681353,16.473739568885964
dotes,2.2268206074851418,0.7055136507681353,16.46079107019659
tires,2.226281086706418,0.7055136507681353,16.45917250786042
bodes,2.2257415659276947,0.7055136507681353,16.457553945524246
roues,2.2235834828127987,0.7055136507681353,16.45107969617956
bayes,2.2203463581404557,0.7055136507681353,16.441368322162532
copes,2.2187277958042833,0.7055136507681353,16.436512635154013
fames,2.2133325880170442,0.7055136507681353,16.420327011792295
hates,2.211174504902149,0.7055136507681353,16.41385276244761
cafes,2.2084769010085292,0.7055136507681353,16.40575995076675
paves,2.2079373802298066,0.7055136507681353,16.404141388430585
vales,2.20308169322129,0.7055136507681353,16.389574327405036
lames,2.202002651663843,0.7055136507681353,16.386337202732694
takes,2.2014631308851187,0.7055136507681353,16.38471864039652
maces,2.2003840893276716,0.7055136507681353,16.38148151572418
sates,2.791698862809053,-1.0805759428626727,16.369336242537514
rotes,2.1960679230978797,0.7055136507681353,16.368533017034803
daces,2.1960679230978797,0.7055136507681353,16.368533017034803
mages,2.185277507523402,0.7055136507681353,16.33616177031137
cures,2.1782637373999916,0.7055136507681353,16.315120459941138
domes,2.1701709257191335,0.7055136507681353,16.290842024898563
yales,2.1701709257191335,0.7055136507681353,16.290842024898563
mabes,2.16963140494041,0.7055136507681353,16.289223462562394
gades,2.16963140494041,0.7055136507681353,16.289223462562394
cokes,2.1690918841616855,0.7055136507681353,16.28760490022622
lotes,2.168552363382962,0.7055136507681353,16.28598633789005
races,2.165315238710618,0.7055136507681353,16.276274963873018
bokes,2.162078114038275,0.7055136507681353,16.266563589855988
bowes,2.161538593259551,0.7055136507681353,16.264945027519815
toges,2.160999072480828,0.7055136507681353,16.263326465183646
topes,2.160999072480828,0.7055136507681353,16.263326465183646
mires,2.1604595517021035,0.7055136507681353,16.261707902847473
cines,2.1577619478084844,0.7055136507681353,16.253615091166616
noles,2.1577619478084835,0.7055136507681353,16.253615091166616
gapes,2.155603864693589,0.7055136507681353,16.24714084182193
hames,2.1545248231361405,0.7055136507681353,16.243903717149585
jones,2.153985302357417,0.7055136507681353,16.242285154813416
coves,2.151827219242522,0.7055136507681353,16.23581090546873
bines,2.150748177685073,0.7055136507681353,16.232573780796383
paxes,2.1502086569063503,0.7055136507681353,16.230955218460213
rages,2.1502086569063503,0.7055136507681353,16.230955218460213
rapes,2.1502086569063503,0.7055136507681353,16.230955218460213
faces,2.1491296153489015,0.7055136507681353,16.227718093787868
fades,2.1480505737914544,0.7055136507681353,16.224480969115525
pures,2.144273928340387,0.7055136507681353,16.213151032762326
sames,2.7350491810430446,-1.0805759428626727,16.19938719723949
laces,2.1377996789957003,0.7055136507681353,16.193728284728266
lades,2.1367206374382524,0.7055136507681353,16.19049116005592
makes,2.1356415958808053,0.7055136507681353,16.187254035383578
pokes,2.135102075102081,0.7055136507681353,16.185635473047405
taxes,2.1264697426424988,0.7055136507681353,16.15973847566866
pines,2.1237721387488793,0.7055136507681353,16.1516456639878
fomes,2.1232326179701553,0.7055136507681353,16.15002710165163
nates,2.1226930971914313,0.7055136507681353,16.148408539315458
wames,2.1135212439531252,0.7055136507681353,16.12089297960054
voles,2.112981723174401,0.7055136507681353,16.119274417264364
lomes,2.1119026816169537,0.7055136507681353,16.116037292592026
tokes,2.1113631608382293,0.7055136507681353,16.114418730255853
fires,2.109205077723334,0.7055136507681353,16.107944480911165
modes,2.109205077723334,0.7055136507681353,16.107944480911165
zones,2.1016517868211997,0.7055136507681353,16.085284608204763
rakes,2.1005727452637517,0.7055136507681353,16.08204748353242
tines,2.100033224485028,0.7055136507681353,16.080428921196248
cozes,2.09895418292758,0.7055136507681353,16.077191796523906
mopes,2.0951775374765127,0.7055136507681353,16.065861860170703
