word,freq,distinct,count
piste,0.3739999999999998,5,332028.0
stipe,0.3739999999999998,5,189957.0
crane,0.373,5,4888961.0
asker,0.373,5,948596.0
rakes,0.373,5,396996.0
carne,0.373,5,299731.0
nacre,0.373,5,65713.0
caner,0.373,5,65626.0
saker,0.373,5,56297.0
kaser,0.373,5,35663.0
sekar,0.373,5,35398.0
kesar,0.373,5,22533.0
ancre,0.373,5,0.0
crena,0.373,5,0.0
eskar,0.373,5,0.0
reaks,0.373,5,0.0
reask,0.373,5,0.0
eliot,0.37299999999999994,5,2049290.0
rance,0.37299999999999994,5,206006.0
regia,0.37299999999999994,5,180777.0
aegir,0.37299999999999994,5,27842.0
aiger,0.37299999999999994,5,0.0
geira,0.37299999999999994,5,0.0
items,0.3729999999999999,5,330505325.0
times,0.3729999999999999,5,202950880.0
rails,0.3729999999999999,5,4364886.0
liars,0.3729999999999999,5,1207786.0
mites,0.3729999999999999,5,798205.0
emits,0.3729999999999999,5,508331.0
toile,0.3729999999999999,5,473077.0
metis,0.3729999999999999,5,355814.0
smite,0.3729999999999999,5,270393.0
liras,0.3729999999999999,5,166076.0
rials,0.3729999999999999,5,161604.0
lairs,0.3729999999999999,5,72338.0
stime,0.3729999999999999,5,65680.0
aigre,0.3729999999999999,5,0.0
arils,0.3729999999999999,5,0.0
teloi,0.3729999999999999,5,0.0
geast,0.37200000000000005,5,0.0
stage,0.372,5,52518330.0
gates,0.372,5,10734618.0
snake,0.372,5,7606395.0
sneak,0.372,5,2280877.0
kanes,0.372,5,28951.0
skean,0.372,5,19591.0
getas,0.372,5,0.0
train,0.37199999999999994,5,31816971.0
intra,0.37199999999999994,5,3081776.0
trina,0.37199999999999994,5,2140397.0
tarin,0.37199999999999994,5,58639.0
citer,0.37199999999999994,5,42011.0
recit,0.37199999999999994,5,35632.0
recti,0.37199999999999994,5,13476.0
riant,0.37199999999999994,5,0.0
tairn,0.37199999999999994,5,0.0
nails,0.3719999999999999,5,6463889.0
slice,0.3719999999999999,5,4628779.0
angie,0.3719999999999999,5,2281695.0
snail,0.3719999999999999,5,1580640.0
slain,0.3719999999999999,5,1281084.0
trice,0.3719999999999999,5,354532.0
ribes,0.3719999999999999,5,91379.0
sinal,0.3719999999999999,5,53625.0
brise,0.3719999999999999,5,35611.0
gaine,0.3719999999999999,5,30204.0
birse,0.3719999999999999,5,20224.0
anils,0.3719999999999999,5,0.0
biers,0.3719999999999999,5,0.0
bries,0.3719999999999999,5,0.0
ceils,0.3719999999999999,5,0.0
sicel,0.3719999999999999,5,0.0
sicle,0.3719999999999999,5,0.0
share,0.371,5,119294241.0
score,0.371,5,69315004.0
andre,0.371,5,4737505.0
shear,0.371,5,2886210.0
cores,0.371,5,1983675.0
hears,0.371,5,1737280.0
sonar,0.371,5,1341822.0
arson,0.371,5,989351.0
asher,0.371,5,863144.0
corse,0.371,5,400005.0
hares,0.371,5,270712.0
